	AverageSellingUnitWeight	ContentsMeasureType	ContentsQuantity	IsNew	IsSpecialOffer	PromotionDescription	UnitOfSale	UnitQuantity	description	image	name	price	tpnb	unitprice
74	0.407	KG	0.25		True	Any 8 for £6.00	1	KG	[Vegetables & rice with turkey]	http://img.tesco.com/Groceries/pi/412/5900852925412/IDShot_90x90.jpg	Cow & Gate Stage 3 Vegetable And Turkey Risotto 250G Jar	1.0	81220512	4.0
75	0.556	G	500.0		True	Save £1.00 Was £3.00 Now £2.00	1	KG	[Portions formed from marinated chunks of chicken breast coated in breadcrumbs, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/742/5000116110742/IDShot_90x90.jpg	Birds Eye 5 Light And Crunchy Chicken 500G	2.0	80830572	4.0
76	0.12	G	100.0				1	100G	[Sliced Cooked and Roasted, Formed Turkey Breast with Skin]	http://img.tesco.com/Groceries/pi/124/5906442151124/IDShot_90x90.jpg	Henryk Kania Sliced Roast Turkey 100G	1.0	79983472	1.0
77	0.08	G	60.0		True	Any 2 for £2.00	1	KG	[Complementary pet food for adults cats and kittens.]	http://img.tesco.com/Groceries/pi/365/5998749119365/IDShot_90x90.jpg	Dreamies Cat Treats With Turkey 60G	1.25	71167092	20.84
78	0.219	G	170.0				1	100G	[Turkey Flavour Gravy Granules, Find us on facebook/AahBisto]	http://img.tesco.com/Groceries/pi/229/5010024140229/IDShot_90x90.jpg	Bisto Turkey Gravy Granules 170G	1.25	51857659	0.735
79	0.41	G	400.0	False			1	KG	[A complete food for adult dogs.]	http://img.tesco.com/Groceries/pi/002/5010708744002/IDShot_90x90.jpg	Naturo Senior Turkey Rice And Vegetable 400G	1.0	74180145	2.5
80	0.2	G	200.0	False			1	100G	[Turkey salami with chicken and beef.]	http://img.tesco.com/Groceries/pi/265/5034525003265/IDShot_90x90.jpg	Tahira Sliced Turkey Salami Slice 200G	1.8	50657212	0.9
81	0.407	KG	0.25		True	Any 8 for £6.00	1	KG	[Cauliflower & potato with turkey]	http://img.tesco.com/Groceries/pi/344/5900852925344/IDShot_90x90.jpg	Cow & Gate Stage 3 Cauliflower Turkey Pie 250G Jar	1.0	81220307	4.0
82	0.774	KG	0.68		True	Save 15% Was £3.00 Now £2.55	1	KG	[Chicken drumsticks and thighs in a southern fried style coating, Chicken drumsticks and thighs in a southern fried style coating]	http://img.tesco.com/Groceries/pi/841/5052004764841/IDShot_90x90.jpg	Tesco Southern Fried Chicken Drumsticks And Thighs 680G	2.55	60590996	3.75
83	1.069	KG	1.0				1	KG	[Chopped and shaped chicken in a light and crispy batter coating, Delicious chicken dippers are a real family favourite and it's easy to see why. Fuss free, quick cooking for hungry tummies at teatime. These chicken dippers, made with 100% breast meat in a light and crispy batter coating, cook from frozen in just 17 minutes and make a teatime treat with potato waffles, petits pois and a dollop of ketchup. Dippable and dunkable, pile up a bowl of dippers with a selection of dips for a family night in with a movie. These dippers go with anything from BBQ to relish and tomato ketchup to mayonnaise. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/912/5054269795912/IDShot_90x90.jpg	Tesco Battered Chicken Dippers 1Kg	3.0	79761222	3.0
84	0.303	KG	0.19		True	Any 5 for 4 Cheapest Product Free	2	KG	[A dish of mixed vegetables with turkey, Contains 1 portion of veg†, †go to hipp.co.uk for more info, HiPP Organic products should be enjoyed as part of a varied and balanced weaning diet, together with baby's usual milk.]	http://img.tesco.com/Groceries/pi/914/4062300162914/IDShot_90x90.jpg	Hipp Organic P/Nip, Potato And Turkey Casserole 190G	1.0	67312623	5.27
85	0.51	G	455.0				1	KG	[Portions of chicken formed from marinated chunks of chicken breast, prefried, seared and glazed., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/773/5000116110773/IDShot_90x90.jpg	Birds Eye 5 Original Chicken Chargrills 455G	3.0	80830629	6.6
